Name,Type1,Type2,Evolution,image_path,width,height,aspect_ratio,mode,format,file_size_kb,has_alpha,transparent_ratio,mean_r,mean_g,mean_b,brightness,contrast,is_dual_type
forretress,Bug,Steel,,C:\Users\Newsk\Downloads\pokemon\data\images\forretress.png,120,120,1.0,RGBA,PNG,5.111328125,True,0.7725,186.0515873015873,139.37912087912088,140.75396825396825,153.49092094017092,71.24803194251388,True
dunsparce,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\dunsparce.png,120,120,1.0,RGBA,PNG,2.7568359375,True,0.8994444444444445,163.93024861878453,188.31837016574585,141.19544198895028,175.6543080110497,57.47693617551951,False
gligar,Ground,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\gligar.png,120,120,1.0,RGBA,PNG,4.8115234375,True,0.8432638888888889,183.2733717323881,134.35179441736818,174.00664599025254,153.49999911386794,43.652355000127486,True
steelix,Steel,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\steelix.png,120,120,1.0,RGBA,PNG,5.35546875,True,0.7870833333333334,168.09393346379647,175.99347684279192,195.3747553816047,175.84097912589692,48.63335671999309,True
snubbull,Fairy,,,C:\Users\Newsk\Downloads\pokemon\data\images\snubbull.png,120,120,1.0,RGBA,PNG,3.4189453125,True,0.8765972222222222,193.09679234665165,140.14856499718627,147.15306696679798,156.77859819921213,48.34373418925504,False
granbull,Fairy,,,C:\Users\Newsk\Downloads\pokemon\data\images\granbull.png,120,120,1.0,RGBA,PNG,5.1552734375,True,0.7825,204.56385696040869,172.0801404853129,195.27841634738186,184.43737515964241,48.66142548550822,False
qwilfish,Water,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\qwilfish.png,120,120,1.0,RGBA,PNG,2.5634765625,True,0.9102083333333333,139.21191028615624,166.9095127610209,143.19489559164734,155.92446326372777,58.4460211064861,True
scizor,Bug,Steel,,C:\Users\Newsk\Downloads\pokemon\data\images\scizor.png,120,120,1.0,RGBA,PNG,5.515625,True,0.8340972222222223,185.18041021347844,108.6776894097949,107.46839681875261,131.41414357471746,50.1807090274541,True
shuckle,Bug,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\shuckle.png,120,120,1.0,RGBA,PNG,2.92578125,True,0.9086111111111111,215.78495440729483,168.09726443768997,89.65881458966565,173.41390045592706,52.227191022714116,True
heracross,Bug,Fighting,,C:\Users\Newsk\Downloads\pokemon\data\images\heracross.png,120,120,1.0,RGBA,PNG,5.306640625,True,0.824375,99.1799130090945,140.18386714116252,168.06919731119018,131.10261249505734,42.1266268901986,True
sneasel,Dark,Ice,,C:\Users\Newsk\Downloads\pokemon\data\images\sneasel.png,120,120,1.0,RGBA,PNG,3.478515625,True,0.8968055555555555,116.37617765814267,121.65006729475101,135.2893674293405,121.6280545087483,50.62962688066902,True
teddiursa,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\teddiursa.png,120,120,1.0,RGBA,PNG,3.064453125,True,0.8945138888888888,208.36668861092824,153.43383805134957,90.42198815009876,162.675409479921,48.13669766394787,False
ursaring,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\ursaring.png,120,120,1.0,RGBA,PNG,5.7001953125,True,0.7229861111111111,162.33567310102782,118.62271245926297,86.4051140636751,128.02008147405365,46.00642271003811,False
slugma,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\slugma.png,120,120,1.0,RGBA,PNG,3.1962890625,True,0.8877777777777778,216.8335396039604,129.55507425742573,90.07858910891089,151.1510160891089,39.32275142469881,False
magcargo,Fire,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\magcargo.png,120,120,1.0,RGBA,PNG,4.0947265625,True,0.8073611111111111,192.86085075702957,109.2761355443403,88.2956020187455,131.87618457101658,39.733852066788444,True
swinub,Ice,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\swinub.png,120,120,1.0,RGBA,PNG,1.9208984375,True,0.9288888888888889,167.5390625,125.783203125,101.173828125,135.46273632812498,49.32483906026558,True
piloswine,Ice,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\piloswine.png,120,120,1.0,RGBA,PNG,3.318359375,True,0.7992361111111111,170.00103770321687,125.94258042199931,99.83604289173296,136.139913870633,36.227380405304366,True
corsola,Water,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\corsola.png,120,120,1.0,RGBA,PNG,3.517578125,True,0.8671527777777778,211.48510193413486,144.8029273392577,156.91583899634082,166.12176947203344,31.45902395922324,True
remoraid,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\remoraid.png,120,120,1.0,RGBA,PNG,2.3154296875,True,0.93875,173.36054421768708,190.48866213151928,175.702947845805,183.68178344671202,40.532301990292176,False
octillery,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\octillery.png,120,120,1.0,RGBA,PNG,3.2060546875,True,0.8647222222222222,211.86190965092402,94.93942505133471,74.45071868583162,127.56353542094456,34.518635858342066,False
delibird,Ice,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\delibird.png,120,120,1.0,RGBA,PNG,3.6953125,True,0.8550694444444444,197.5615716339243,149.47819837086726,142.756109247724,163.08880881648295,70.10717662420788,True
mantine,Water,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\mantine.png,120,120,1.0,RGBA,PNG,4.529296875,True,0.8153472222222222,145.03911244828882,151.16246709289206,167.60661902971043,151.20621737495296,62.73317250399569,True
skarmory,Steel,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\skarmory.png,120,120,1.0,RGBA,PNG,4.6953125,True,0.864375,163.19406041986687,151.09318996415772,162.7767537122376,156.04327649769587,59.01293941971357,True
houndour,Dark,Fire,,C:\Users\Newsk\Downloads\pokemon\data\images\houndour.png,120,120,1.0,RGBA,PNG,2.82421875,True,0.9025,113.18091168091168,103.92948717948718,94.98361823361823,105.67583404558405,62.30799512828365,True
houndoom,Dark,Fire,,C:\Users\Newsk\Downloads\pokemon\data\images\houndoom.png,120,120,1.0,RGBA,PNG,5.013671875,True,0.846875,127.28798185941044,112.9047619047619,106.56825396825397,116.4829827664399,65.46594492409193,True
kingdra,Water,Dragon,,C:\Users\Newsk\Downloads\pokemon\data\images\kingdra.png,120,120,1.0,RGBA,PNG,3.919921875,True,0.8904166666666666,124.00506970849176,170.33713561470216,184.5982256020279,158.10961216730038,38.145433453531815,True
phanpy,Ground,,,C:\Users\Newsk\Downloads\pokemon\data\images\phanpy.png,120,120,1.0,RGBA,PNG,2.6787109375,True,0.8850694444444445,156.9474320241692,194.33474320241692,196.01208459214502,183.34715407854986,40.329612301750345,False
donphan,Ground,,,C:\Users\Newsk\Downloads\pokemon\data\images\donphan.png,120,120,1.0,RGBA,PNG,5.0615234375,True,0.7594444444444445,145.18995381062356,157.8920323325635,170.14491916859123,155.49093995381062,54.83614902422506,False
porygon2,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\porygon2.png,120,120,1.0,RGBA,PNG,2.640625,True,0.9122222222222223,163.68275316455697,137.1123417721519,161.16693037974684,147.79911787974683,39.991939930914135,False
stantler,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\stantler.png,120,120,1.0,RGBA,PNG,4.6171875,True,0.8563194444444444,185.64717254712423,158.79652005799903,123.37602706621556,162.78692895118414,50.441789398626675,False
smeargle,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\smeargle.png,120,120,1.0,RGBA,PNG,4.4326171875,True,0.8459027777777778,191.94502027940513,181.69130238846327,156.9576385759351,181.93752636322668,59.3072083549368,False
tyrogue,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\tyrogue.png,120,120,1.0,RGBA,PNG,3.197265625,True,0.9098611111111111,184.42989214175654,161.29121725731895,162.2935285053929,168.32394453004622,55.02891412646965,False
hitmontop,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\hitmontop.png,120,120,1.0,RGBA,PNG,3.849609375,True,0.8728472222222222,164.49208083014747,148.22829055161114,136.71436373566357,151.77857618787547,44.36670636101444,False
smoochum,Ice,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\smoochum.png,120,120,1.0,RGBA,PNG,3.2373046875,True,0.8911805555555555,200.91065730695595,169.86790044671346,138.8761965539247,175.61663050414802,53.47227273757085,True
elekid,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\elekid.png,120,120,1.0,RGBA,PNG,3.01171875,True,0.8969444444444444,183.06536388140162,170.7843665768194,98.2398921832884,166.18631469002696,69.45672547409347,False
magby,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\magby.png,120,120,1.0,RGBA,PNG,3.076171875,True,0.8981250000000001,207.69870483980912,128.41922290388547,115.54464894342195,150.6560865712338,44.75907862584108,False
miltank,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\miltank.png,120,120,1.0,RGBA,PNG,4.5263671875,True,0.8125694444444445,189.7139681363468,166.4353464246017,157.9933308632827,172.4332645424231,72.02756037542223,False
blissey,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\blissey.png,120,120,1.0,RGBA,PNG,4.44921875,True,0.7620833333333333,224.05049620548746,205.81056625802685,216.32574430823118,212.46303561004083,41.410994245304046,False
raikou,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\raikou.png,120,120,1.0,RGBA,PNG,5.4658203125,True,0.7984027777777778,202.85842232173613,187.99552187392354,136.55149844987943,186.57491043747845,52.79681333479221,False
entei,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\entei.png,120,120,1.0,RGBA,PNG,6.4453125,True,0.7523611111111111,151.9214806505889,121.72181716208637,94.8595064498037,127.68921312394839,58.020693593426316,False
suicune,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\suicune.png,120,120,1.0,RGBA,PNG,5.7451171875,True,0.8205555555555556,142.343653250774,161.55495356037153,174.29798761609908,157.26348065015483,48.84162602533992,False
larvitar,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\larvitar.png,120,120,1.0,RGBA,PNG,2.5185546875,True,0.9139583333333333,166.41888619854723,166.4907183212268,121.44148506860371,161.33362792574655,52.539327064190005,True
pupitar,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\pupitar.png,120,120,1.0,RGBA,PNG,3.5791015625,True,0.8646527777777777,166.06721395587482,174.50384812724474,205.63468445356594,175.53020985120577,55.0717071665726,True
tyranitar,Rock,Dark,,C:\Users\Newsk\Downloads\pokemon\data\images\tyranitar.png,120,120,1.0,RGBA,PNG,6.7919921875,True,0.7179861111111111,165.1115488795863,179.74168923910366,135.9849790691948,170.37901231223836,46.4108353214369,True
lugia,Psychic,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\lugia.png,120,120,1.0,RGBA,PNG,6.9072265625,True,0.7478472222222222,195.98209859542825,198.88295235472322,212.75378683558247,199.59687221151196,56.9815477163104,True
ho-oh,Fire,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\ho-oh.png,120,120,1.0,RGBA,PNG,8.97265625,True,0.712013888888889,191.34096937545215,120.14299493609839,76.78466361224982,136.4883395225464,56.909869535366376,True
celebi,Psychic,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\celebi.png,120,120,1.0,RGBA,PNG,2.89453125,True,0.9201388888888888,187.85304347826087,200.4808695652174,169.58347826086955,193.18284695652176,57.34605527390221,True
treecko,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\treecko.png,120,120,1.0,RGBA,PNG,2.958984375,True,0.9163888888888889,177.07059800664453,183.07142857142858,120.52242524916943,174.1465938538206,48.876182178346255,False
grovyle,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\grovyle.png,120,120,1.0,RGBA,PNG,4.9404296875,True,0.8729166666666667,134.97377049180326,149.98196721311476,118.9535519125683,141.95727704918033,48.04302827579137,False
sceptile,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\sceptile.png,120,120,1.0,RGBA,PNG,6.3779296875,True,0.7948611111111111,129.50677048070412,168.70751523358157,126.98408937034529,152.23002200406228,46.45303878969319,False
torchic,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\torchic.png,120,120,1.0,RGBA,PNG,2.26953125,True,0.9302083333333333,218.8766169154229,171.1860696517413,85.61492537313433,175.69043283582087,37.49243594496468,False
combusken,Fire,Fighting,,C:\Users\Newsk\Downloads\pokemon\data\images\combusken.png,120,120,1.0,RGBA,PNG,4.2958984375,True,0.863125,202.1273465246068,169.23795027904617,121.11516996448503,173.5858828006088,52.1623258885419,True
blaziken,Fire,Fighting,,C:\Users\Newsk\Downloads\pokemon\data\images\blaziken.png,120,120,1.0,RGBA,PNG,5.8037109375,True,0.8011111111111111,207.46857541899442,154.24930167597765,117.22590782122904,165.94119762569832,54.67433223706061,True
mudkip,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\mudkip.png,120,120,1.0,RGBA,PNG,2.666015625,True,0.905625,162.8830022075055,187.88373804267843,193.19426048565123,181.01391758646062,38.653110724138564,False
marshtomp,Water,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\marshtomp.png,120,120,1.0,RGBA,PNG,3.7421875,True,0.8578472222222222,164.36638983878848,182.99218368343918,173.74694675134342,176.3691143136297,46.87522644373118,True
swampert,Water,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\swampert.png,120,120,1.0,RGBA,PNG,6.533203125,True,0.7363194444444445,134.51567026599946,166.89412694232288,178.13194627337373,158.49407979984198,49.22745827810668,True
poochyena,Dark,,,C:\Users\Newsk\Downloads\pokemon\data\images\poochyena.png,120,120,1.0,RGBA,PNG,2.7099609375,True,0.9008333333333334,134.78571428571428,133.37745098039215,132.88095238095238,133.74192086834734,61.880534743680954,False
mightyena,Dark,,,C:\Users\Newsk\Downloads\pokemon\data\images\mightyena.png,120,120,1.0,RGBA,PNG,4.2734375,True,0.8177083333333334,108.79809523809524,108.14933333333333,108.24685714285714,108.35443085714286,68.23438105802452,False
zigzagoon,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\zigzagoon.png,120,120,1.0,RGBA,PNG,3.1962890625,True,0.8935416666666667,156.86236138290934,147.66601435094586,134.0802348336595,148.8669432485323,52.325083522083325,False
linoone,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\linoone.png,120,120,1.0,RGBA,PNG,3.392578125,True,0.8602083333333334,183.34624937903627,168.83656234475907,163.75906607054148,172.59612419274714,49.81369135750912,False
wurmple,Bug,,,C:\Users\Newsk\Downloads\pokemon\data\images\wurmple.png,120,120,1.0,RGBA,PNG,2.4638671875,True,0.9284027777777778,204.42580019398642,159.09602327837052,154.93404461687683,172.1751610087294,55.08688430744223,False
silcoon,Bug,,,C:\Users\Newsk\Downloads\pokemon\data\images\silcoon.png,120,120,1.0,RGBA,PNG,2.0615234375,True,0.904375,213.89832970225126,210.56572258533043,223.37981118373276,213.02297821350763,38.7321982403486,False
beautifly,Bug,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\beautifly.png,120,120,1.0,RGBA,PNG,4.27734375,True,0.8763194444444444,149.72206625491296,138.64851207186973,117.03368893879843,139.49541493542952,64.45692492039434,True
cascoon,Bug,,,C:\Users\Newsk\Downloads\pokemon\data\images\cascoon.png,120,120,1.0,RGBA,PNG,2.0546875,True,0.9027083333333333,219.41470378301213,203.06923625981443,214.70735189150608,209.2832762312634,43.01660513699155,False
dustox,Bug,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\dustox.png,120,120,1.0,RGBA,PNG,4.9716796875,True,0.8195138888888889,152.99230473258945,152.52520200076953,104.08849557522124,147.14308118507117,42.650042837312306,True
lotad,Water,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\lotad.png,120,120,1.0,RGBA,PNG,1.7509765625,True,0.9202083333333333,123.47606614447345,161.88946910356833,121.06614447345518,145.75000261096608,42.75445232937966,True
lombre,Water,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\lombre.png,120,120,1.0,RGBA,PNG,3.384765625,True,0.8660416666666666,136.57128045619493,169.20580611715914,112.17781233799896,152.94689165370656,43.62164664999954,True
ludicolo,Water,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\ludicolo.png,120,120,1.0,RGBA,PNG,5.7470703125,True,0.7748611111111111,171.5820481184454,181.30999383096855,131.335286859963,172.70422146822952,47.71769402592776,True
seedot,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\seedot.png,120,120,1.0,RGBA,PNG,2.0849609375,True,0.9313194444444445,159.8169868554095,151.3437815975733,138.0546006066734,152.36230333670372,52.27492537120657,False
nuzleaf,Grass,Dark,,C:\Users\Newsk\Downloads\pokemon\data\images\nuzleaf.png,120,120,1.0,RGBA,PNG,3.7802734375,True,0.8788888888888888,159.34231651376146,142.2098623853211,130.5441513761468,146.00257511467888,47.0145362684435,True
shiftry,Grass,Dark,,C:\Users\Newsk\Downloads\pokemon\data\images\shiftry.png,120,120,1.0,RGBA,PNG,6.810546875,True,0.7202777777777778,148.1896722939424,153.7748262164846,130.1137040714995,149.4074972691162,58.156957695925115,True
taillow,Normal,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\taillow.png,120,120,1.0,RGBA,PNG,2.3896484375,True,0.9220833333333334,138.35294117647058,113.24242424242425,124.82352941176471,122.0707147950089,75.52644944151218,True
swellow,Normal,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\swellow.png,120,120,1.0,RGBA,PNG,3.009765625,True,0.8981944444444444,107.89904502046384,93.92837653478854,118.15416098226467,100.86734583901773,60.37907701510698,True
wingull,Water,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\wingull.png,120,120,1.0,RGBA,PNG,1.5380859375,True,0.9467361111111111,186.08213820078228,189.9361147327249,194.8696219035202,189.34619556714472,50.87573494899711,True
pelipper,Water,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\pelipper.png,120,120,1.0,RGBA,PNG,3.2236328125,True,0.8369444444444445,210.61626916524702,206.3590289608177,162.74403747870528,202.65983475298125,42.51326988534372,True
ralts,Psychic,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\ralts.png,120,120,1.0,RGBA,PNG,1.931640625,True,0.9369444444444445,184.75770925110132,196.30506607929516,178.18171806167402,190.78634471365638,48.493896287698,True
kirlia,Psychic,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\kirlia.png,120,120,1.0,RGBA,PNG,3.3134765625,True,0.9123611111111111,162.36291600633913,180.3740095087163,156.77337559429478,172.2982202852615,47.87020650504638,True
gardevoir,Psychic,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\gardevoir.png,120,120,1.0,RGBA,PNG,4.0166015625,True,0.8322916666666667,202.14409937888198,214.36935817805383,200.45300207039338,209.12754120082812,50.415665920543624,True
surskit,Bug,Water,,C:\Users\Newsk\Downloads\pokemon\data\images\surskit.png,120,120,1.0,RGBA,PNG,2.2900390625,True,0.9526388888888889,139.04692082111438,170.40762463343108,179.66862170087975,162.08652785923755,39.91396334694841,True
masquerain,Bug,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\masquerain.png,120,120,1.0,RGBA,PNG,3.91015625,True,0.8836805555555556,212.03522388059702,186.45253731343283,176.78985074626866,193.0002143283582,42.983487008531206,True
shroomish,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\shroomish.png,120,120,1.0,RGBA,PNG,2.11328125,True,0.9330555555555555,195.8713692946058,191.10892116182572,173.63278008298755,190.54061307053942,53.36560814454971,False
breloom,Grass,Fighting,,C:\Users\Newsk\Downloads\pokemon\data\images\breloom.png,120,120,1.0,RGBA,PNG,4.201171875,True,0.8627777777777778,160.539979757085,160.58552631578948,133.77176113360323,157.5151386639676,52.545410759808576,True
slakoth,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\slakoth.png,120,120,1.0,RGBA,PNG,2.306640625,True,0.9175,199.37205387205387,187.37962962962962,176.80218855218854,189.75953619528616,46.13844733432293,False
vigoroth,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\vigoroth.png,120,120,1.0,RGBA,PNG,3.5400390625,True,0.8342361111111112,201.64683703393382,195.93422706325933,195.69836614997905,197.61540930037705,59.35894380198689,False
slaking,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\slaking.png,120,120,1.0,RGBA,PNG,6.263671875,True,0.6804166666666667,182.20425901781834,166.91286397218602,157.00282485875707,170.35524663189918,54.76486016441291,False
nincada,Bug,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\nincada.png,120,120,1.0,RGBA,PNG,2.484375,True,0.930763888888889,171.29588766298897,171.68706118355064,171.72918756268805,171.57490270812437,50.67792686329074,True
ninjask,Bug,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\ninjask.png,120,120,1.0,RGBA,PNG,3.7548828125,True,0.8872916666666667,168.19531731361675,159.30067775723967,148.41651263093038,160.71938016019715,74.00399219445842,True
shedinja,Bug,Ghost,,C:\Users\Newsk\Downloads\pokemon\data\images\shedinja.png,120,120,1.0,RGBA,PNG,3.10546875,True,0.8958333333333334,187.40733333333333,168.7,133.56533333333334,170.28814066666666,43.66187340399187,True
whismur,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\whismur.png,120,120,1.0,RGBA,PNG,2.4736328125,True,0.8974305555555555,218.54570074475288,196.64522681110358,176.22004062288423,200.8649972918077,42.43336291259225,False
loudred,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\loudred.png,120,120,1.0,RGBA,PNG,5.767578125,True,0.7814583333333334,155.3393708293613,146.81982840800762,161.19510645058787,151.0059532888465,53.71894787324339,False
exploud,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\exploud.png,120,120,1.0,RGBA,PNG,6.1298828125,True,0.729375,155.7626379266102,153.16730818578392,172.90582499358482,156.19350269438027,46.04815795246924,False
makuhita,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\makuhita.png,120,120,1.0,RGBA,PNG,3.677734375,True,0.8425694444444445,189.49845610939568,174.54830172033525,132.53550948389943,174.22893956771063,52.47278336566214,False
hariyama,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\hariyama.png,120,120,1.0,RGBA,PNG,6.458984375,True,0.6311111111111112,184.17432228915663,151.1362951807229,120.25734186746988,157.49446460843373,61.369976976936584,False
azurill,Normal,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\azurill.png,120,120,1.0,RGBA,PNG,2.1708984375,True,0.9278472222222223,63.4446583253128,139.57940327237728,182.68912415784408,121.7296227141482,35.591158601360576,True
nosepass,Rock,,,C:\Users\Newsk\Downloads\pokemon\data\images\nosepass.png,120,120,1.0,RGBA,PNG,3.2587890625,True,0.8560416666666667,111.30680173661361,107.4307766521949,139.12928123492523,112.20333767486733,44.31616562020225,False
skitty,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\skitty.png,120,120,1.0,RGBA,PNG,2.7978515625,True,0.9178472222222223,211.9010989010989,174.71259509721048,165.12933220625527,184.7394657650042,48.87609146862782,False
delcatty,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\delcatty.png,120,120,1.0,RGBA,PNG,4.11328125,True,0.855625,181.5805675805676,150.8792688792689,149.52717652717652,159.90481866281868,49.93550895593371,False
sableye,Dark,Ghost,,C:\Users\Newsk\Downloads\pokemon\data\images\sableye.png,120,120,1.0,RGBA,PNG,3.1708984375,True,0.9083333333333333,131.5878787878788,113.99924242424242,160.8280303030303,124.59672651515152,43.811917661839246,True
mawile,Steel,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\mawile.png,120,120,1.0,RGBA,PNG,3.9609375,True,0.8645833333333334,123.52102564102564,120.86717948717948,103.97487179487179,119.7349564102564,66.41173931934908,True
aron,Steel,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\aron.png,120,120,1.0,RGBA,PNG,2.2802734375,True,0.9250694444444445,162.78776645041705,166.99814643188137,170.36886005560703,166.12350417052826,83.36936004456743,True
lairon,Steel,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\lairon.png,120,120,1.0,RGBA,PNG,3.3515625,True,0.8484027777777778,161.92991296381126,161.43243243243242,161.89143380668804,161.6335052679798,75.7660721606457,True
aggron,Steel,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\aggron.png,120,120,1.0,RGBA,PNG,5.5966796875,True,0.7203472222222222,135.0918798112739,134.53488949590266,135.31561956791657,134.79043282840826,64.48844564321325,True
meditite,Fighting,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\meditite.png,120,120,1.0,RGBA,PNG,3.0068359375,True,0.9114583333333334,170.18745098039216,180.60078431372548,187.7694117647059,178.30442117647056,57.99310042160579,True
medicham,Fighting,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\medicham.png,120,120,1.0,RGBA,PNG,3.98828125,True,0.8656944444444444,213.40692864529473,143.45346432264736,154.5268872802482,165.6319203722854,42.57421438041437,True
electrike,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\electrike.png,120,120,1.0,RGBA,PNG,2.609375,True,0.9044444444444444,162.17296511627907,189.23110465116278,141.86700581395348,175.7412136627907,38.81655064129681,False
manectric,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\manectric.png,120,120,1.0,RGBA,PNG,4.7265625,True,0.8309027777777778,180.21683778234086,192.0501026694045,171.92566735112936,186.21777084188912,49.22508957813498,False
plusle,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\plusle.png,120,120,1.0,RGBA,PNG,2.5830078125,True,0.9174305555555555,204.77291841883937,148.02523128679562,130.02186711522288,162.9404062237174,58.380649937451494,False
minun,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\minun.png,120,120,1.0,RGBA,PNG,2.6201171875,True,0.9158333333333333,162.68234323432344,191.4884488448845,183.6460396039604,181.98138861386138,46.719780293892015,False
volbeat,Bug,,,C:\Users\Newsk\Downloads\pokemon\data\images\volbeat.png,120,120,1.0,RGBA,PNG,3.923828125,True,0.8820138888888889,173.28193054738082,138.8216597998823,127.94997057092408,147.88590818128313,57.8126988157448,False
illumise,Bug,,,C:\Users\Newsk\Downloads\pokemon\data\images\illumise.png,120,120,1.0,RGBA,PNG,3.728515625,True,0.8770138888888889,138.82721626199887,140.96950875211743,149.94918125352908,141.3526459627329,61.43227107225381,False
roselia,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\roselia.png,120,120,1.0,RGBA,PNG,3.5859375,True,0.8975694444444444,142.08813559322033,151.0949152542373,134.7769491525424,146.54164,45.696770600415626,True
gulpin,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\gulpin.png,120,120,1.0,RGBA,PNG,2.2119140625,True,0.912986111111111,147.7414205905826,181.6488427773344,131.02314445331206,165.73919393455705,43.47263892596641,False
swalot,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\swalot.png,120,120,1.0,RGBA,PNG,4.109375,True,0.76875,159.4954954954955,142.55555555555554,184.8171171171171,152.4384156156156,39.9286097949828,False
carvanha,Water,Dark,,C:\Users\Newsk\Downloads\pokemon\data\images\carvanha.png,120,120,1.0,RGBA,PNG,2.8095703125,True,0.9259722222222222,158.03189493433396,137.6688555347092,124.12945590994372,142.21391275797376,46.06853779966274,True
sharpedo,Water,Dark,,C:\Users\Newsk\Downloads\pokemon\data\images\sharpedo.png,120,120,1.0,RGBA,PNG,3.701171875,True,0.8638888888888889,88.40918367346939,137.90663265306122,167.87551020408162,126.52334744897958,63.311191160339206,True
wailmer,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\wailmer.png,120,120,1.0,RGBA,PNG,3.6533203125,True,0.787986111111111,185.8693088765149,200.08843760235834,196.0304618408123,195.37430887651487,55.1375370343958,False
